,3afterDHI,3afterDNI,3afterWS,3afterRH,3afterT,3afterTARGET,2afterDHI,2afterDNI,2afterWS,2afterRH,2afterT,2afterTARGET,1afterDHI,1afterDNI,1afterWS,1afterRH,1afterT,1afterTARGET,0afterDHI,0afterDNI,0afterWS,0afterRH,0afterT,0afterTARGET
327,0.0,0.0,0.5,44.24,6.6,0.0,0.0,0.0,1.4,54.07,8.0,0.0,0.0,0.0,2.6,78.53,-1.1,0.0,0,0,2.9,71.71,8.2,0.0
328,0.0,0.0,0.7,42.52,6.4,0.0,0.0,0.0,1.5,56.67,7.4,0.0,0.0,0.0,2.4,77.04,-1.3,0.0,0,0,3.1,74.61,7.8,0.0
329,0.0,0.0,0.9,43.71,6.0,0.0,0.0,0.0,1.5,58.64,6.9,0.0,0.0,0.0,2.3,77.61,-1.4,0.0,0,0,3.0,75.53,7.6,0.0
330,0.0,0.0,1.2,44.49,5.6,0.0,0.0,0.0,1.4,60.27,6.5,0.0,0.0,0.0,2.2,76.7,-1.4,0.0,0,0,2.8,77.81,7.4,0.0
331,0.0,0.0,1.3,45.74,5.2,0.0,0.0,0.0,1.3,61.95,6.1,0.0,0.0,0.0,2.1,77.26,-1.5,0.0,0,0,2.6,78.24,7.3,0.0
332,0.0,0.0,1.4,45.99,4.8,0.0,0.0,0.0,1.2,63.49,5.8,0.0,0.0,0.0,2.0,77.49,-1.6,0.0,0,0,2.4,79.46,7.2,0.0
333,0.0,0.0,1.5,47.29,4.4,0.0,0.0,0.0,1.2,64.74,5.5,0.0,0.0,0.0,1.9,77.4,-1.6,0.0,0,0,2.4,78.92,7.3,0.0
334,0.0,0.0,1.6,47.95,3.9,0.0,0.0,0.0,1.1,66.59,5.1,0.0,0.0,0.0,1.9,78.24,-1.7,0.0,0,0,2.5,79.09,7.4,0.0
335,0.0,0.0,1.7,50.02,3.3,0.0,0.0,0.0,1.3,67.44,4.9,0.0,0.0,0.0,1.7,77.66,-1.6,0.0,0,0,2.4,79.09,7.4,0.0
288,0.0,0.0,1.5,59.34,-2.1,0.0,0.0,0.0,1.3,60.17,-3.7,0.0,0.0,0.0,0.9,61.18,-5.3,0.0,0,0,2.1,48.55,-5.2,0.0
289,0.0,0.0,1.5,59.78,-2.2,0.0,0.0,0.0,1.3,60.62,-3.8,0.0,0.0,0.0,0.9,61.64,-5.4,0.0,0,0,2.1,48.55,-5.2,0.0
290,0.0,0.0,1.4,59.87,-2.3,0.0,0.0,0.0,1.3,61.89,-3.9,0.0,0.0,0.0,0.9,60.1,-5.6,0.0,0,0,2.1,48.16,-5.2,0.0
291,0.0,0.0,1.4,60.31,-2.4,0.0,0.0,0.0,1.2,63.78,-4.3,0.0,0.0,0.0,0.8,60.56,-5.7,0.0,0,0,2.0,48.16,-5.2,0.0
292,0.0,0.0,1.4,60.34,-2.5,0.0,0.0,0.0,1.2,66.06,-4.7,0.0,0.0,0.0,0.7,59.54,-5.9,0.0,0,0,1.9,47.66,-5.2,0.0
293,0.0,0.0,1.4,60.34,-2.5,0.0,0.0,0.0,1.1,68.09,-5.1,0.0,0.0,0.0,0.7,59.99,-6.0,0.0,0,0,1.9,48.03,-5.3,0.0
294,0.0,0.0,1.4,60.88,-2.5,0.0,0.0,0.0,1.0,69.05,-5.6,0.0,0.0,0.0,0.7,58.67,-6.0,0.0,0,0,1.9,47.55,-5.4,0.0
295,0.0,0.0,1.3,60.88,-2.5,0.0,0.0,0.0,1.0,70.64,-5.9,0.0,0.0,0.0,0.7,59.12,-6.1,0.0,0,0,2.0,47.91,-5.5,0.0
296,0.0,0.0,1.3,60.71,-2.5,0.0,0.0,0.0,0.9,70.15,-6.3,0.0,0.0,0.0,0.7,57.96,-6.1,0.0,0,0,2.0,47.53,-5.7,0.0
297,0.0,0.0,1.2,61.16,-2.6,0.0,0.0,0.0,0.9,71.23,-6.5,0.0,0.0,0.0,0.7,58.48,-6.2,0.0,0,0,2.0,47.9,-5.8,0.0
298,0.0,0.0,1.2,60.48,-2.6,0.0,0.0,0.0,0.9,69.83,-6.8,0.0,0.0,0.0,0.8,57.61,-6.2,0.0,0,0,2.0,47.11,-6.0,0.0
299,0.0,0.0,1.1,60.48,-2.6,0.0,0.0,0.0,1.0,70.37,-6.9,0.0,0.0,0.0,0.8,58.05,-6.3,0.0,0,0,2.0,47.47,-6.1,0.0
300,0.0,0.0,1.1,60.0,-2.7,0.0,0.0,0.0,1.0,67.42,-7.0,0.0,0.0,0.0,0.8,57.8,-6.3,0.0,0,0,2.0,46.24,-6.2,0.0
301,4.0,38.0,1.1,56.63,-1.9,0.281549511,1.0,10.0,1.2,63.41,-6.2,0.0938542719999999,0.0,0.0,1.0,55.21,-5.7,0.0,0,0,2.1,44.85,-5.8,0.0
302,21.0,352.0,1.0,56.12,-1.1,4.129356529,25.0,329.0,1.5,57.83,-5.4,4.223405112,20.0,70.0,1.2,53.22,-5.0,2.252472825,23,345,2.2,44.06,-5.5,3.941849103
303,44.0,464.0,1.6,49.6,0.6,10.79243475,35.0,658.0,1.4,50.18,-3.5,12.5760993,50.0,257.0,1.6,47.55,-3.5,8.165079396,37,632,2.3,39.65,-4.1,11.91921748
304,50.0,712.0,2.1,46.22,2.3,20.45832016,44.0,788.0,1.3,47.35,-1.6,21.30384279,84.0,246.0,2.0,45.89,-2.0,13.13899164,47,771,2.4,35.87,-2.7,20.64714569
305,50.0,856.0,2.7,43.36,3.2,29.84257552,49.0,868.0,1.0,42.14,0.0,29.74977717,95.0,370.0,2.3,42.33,-0.9,19.52055159,53,856,2.3,31.19,-0.8,29.18694651
306,52.0,920.0,3.2,39.29,4.1,37.72514684,53.0,920.0,0.8,39.57,1.6,37.53849092,110.0,187.0,2.7,41.83,0.2,16.89258082,58,912,2.2,27.03,1.2,36.9755761
307,55.0,954.0,3.4,37.67,4.7,44.48159624,57.0,957.0,0.7,36.81,2.6,44.38877767,144.0,144.0,2.7,40.34,0.7,19.33251404,61,950,2.0,24.64,2.5,43.82575466
308,57.0,976.0,3.5,34.93,5.2,50.01806015,58.0,983.0,0.7,34.45,3.5,50.01899468,153.0,209.0,2.8,38.15,1.2,23.74319988,65,976,1.8,23.89,3.8,49.54960997
309,60.0,990.0,3.6,33.98,5.6,54.33457694,61.0,999.0,0.7,33.03,4.1,54.42931634,149.0,114.0,2.7,37.34,1.5,19.52003673,66,994,1.8,22.59,4.6,53.86595844
310,68.0,979.0,3.6,32.26,6.1,56.7741596,62.0,1009.0,0.7,30.42,4.8,57.33802834,165.0,17.0,2.7,35.16,1.9,16.32918971,67,1005,1.8,23.0,5.4,56.86843869
311,69.0,983.0,3.6,31.82,6.3,58.181655500000005,109.0,832.0,0.5,29.58,5.2,53.67791821,228.0,109.0,2.6,34.42,2.2,27.02753524,68,1011,1.9,22.37,5.8,58.36965902
312,65.0,1000.0,3.7,31.26,6.6,58.65066902,76.0,952.0,0.4,28.58,5.6,56.86831369,192.0,531.0,2.6,32.42,2.5,45.51497005,67,1010,1.9,22.8,6.2,58.18171944
313,63.0,995.0,3.6,31.26,6.6,57.05537082,62.0,1002.0,0.6,28.38,5.7,56.86825119,85.0,917.0,2.7,32.2,2.6,54.33636844,66,998,1.9,22.48,6.4,56.30476602
314,62.0,984.0,3.6,31.33,6.7,54.05239716,60.0,989.0,0.8,28.36,5.9,53.67750525,91.0,853.0,2.8,30.37,2.8,49.64399952,64,984,1.8,23.1,6.6,53.11404586
315,62.0,959.0,3.5,31.58,6.6,49.45424411,58.0,971.0,1.2,28.76,5.7,49.2670493,85.0,849.0,2.9,30.59,2.7,45.98409547,62,966,1.7,23.1,6.6,48.70351555
316,61.0,928.0,3.4,32.44,6.4,43.73003494,56.0,946.0,1.5,29.8,5.6,43.63657734,59.0,946.0,3.1,29.49,2.7,43.54412305,60,940,1.6,24.29,6.5,43.07309867
317,57.0,891.0,3.2,33.34,6.0,36.87978388,52.0,911.0,1.7,30.85,5.1,36.78630606,55.0,908.0,3.0,30.13,2.4,36.69355226,55,904,1.3,25.14,6.0,36.22289205
318,52.0,837.0,3.0,34.84,5.6,29.18489366,48.0,848.0,1.9,33.06,4.6,28.80984188,50.0,852.0,2.9,30.83,2.0,28.81066513,50,851,1.0,30.52,5.5,28.4341881
319,46.0,756.0,2.2,37.92,4.4,20.73937802,46.0,720.0,1.6,36.27,3.3,19.80118401,44.0,768.0,2.2,33.64,0.8,20.36481037,43,770,0.6,34.36,3.8,20.08260707
320,36.0,624.0,1.4,44.95,3.3,12.10593714,36.0,566.0,1.4,43.4,1.9,11.07381831,36.0,630.0,1.4,41.89,-0.4,11.73103626,34,634,0.3,42.06,2.1,11.44917682
321,24.0,350.0,1.4,44.95,3.3,4.2230013280000005,21.0,287.0,1.4,43.4,1.9,3.56614488,22.0,347.0,1.4,41.89,-0.4,3.847779892,21,346,0.3,42.06,2.1,3.659982753
322,0.0,0.0,0.9,50.22,0.5,0.0,0.0,0.0,1.2,50.9,-1.7,0.0,0.0,0.0,0.7,48.67,-3.2,0.0,0,0,0.6,41.99,-0.9,0.0
323,0.0,0.0,0.7,52.83,-0.2,0.0,0.0,0.0,1.1,52.42,-2.1,0.0,0.0,0.0,0.6,50.21,-3.6,0.0,0,0,0.9,44.8,-1.8,0.0
324,0.0,0.0,0.5,52.03,-1.0,0.0,0.0,0.0,0.9,55.13,-2.6,0.0,0.0,0.0,0.6,49.89,-4.0,0.0,0,0,1.1,46.87,-2.8,0.0
325,0.0,0.0,0.4,54.04,-1.5,0.0,0.0,0.0,0.7,56.79,-3.0,0.0,0.0,0.0,0.8,51.03,-4.3,0.0,0,0,1.3,47.93,-3.1,0.0
326,0.0,0.0,0.4,53.9,-2.0,0.0,0.0,0.0,0.5,60.08,-3.3,0.0,0.0,0.0,0.9,51.06,-4.6,0.0,0,0,1.5,48.72,-3.4,0.0
327,0.0,0.0,0.6,55.52,-2.4,0.0,0.0,0.0,0.4,61.9,-3.7,0.0,0.0,0.0,1.2,51.45,-4.7,0.0,0,0,1.7,48.72,-3.4,0.0
328,0.0,0.0,0.7,55.41,-2.7,0.0,0.0,0.0,0.3,64.6,-4.1,0.0,0.0,0.0,1.5,50.98,-4.9,0.0,0,0,1.9,47.8,-3.4,0.0
329,0.0,0.0,0.9,56.24,-2.9,0.0,0.0,0.0,0.5,66.08,-4.4,0.0,0.0,0.0,1.6,51.36,-5.0,0.0,0,0,2.0,47.8,-3.4,0.0
330,0.0,0.0,1.0,56.07,-3.1,0.0,0.0,0.0,0.6,66.13,-4.7,0.0,0.0,0.0,1.8,50.48,-5.1,0.0,0,0,2.2,46.85,-3.5,0.0
331,0.0,0.0,1.1,56.49,-3.2,0.0,0.0,0.0,0.8,67.64,-5.0,0.0,0.0,0.0,1.9,50.48,-5.1,0.0,0,0,2.3,46.85,-3.5,0.0
332,0.0,0.0,1.2,56.9,-3.3,0.0,0.0,0.0,0.9,65.92,-5.2,0.0,0.0,0.0,2.0,49.75,-5.1,0.0,0,0,2.4,45.31,-3.5,0.0
333,0.0,0.0,1.2,57.32,-3.4,0.0,0.0,0.0,0.9,65.92,-5.2,0.0,0.0,0.0,2.1,49.75,-5.1,0.0,0,0,2.5,45.31,-3.5,0.0
334,0.0,0.0,1.3,58.34,-3.5,0.0,0.0,0.0,1.0,63.67,-5.3,0.0,0.0,0.0,2.1,49.22,-5.2,0.0,0,0,2.7,43.9,-3.5,0.0
335,0.0,0.0,1.3,58.7,-3.6,0.0,0.0,0.0,0.9,63.67,-5.3,0.0,0.0,0.0,2.1,49.22,-5.2,0.0,0,0,2.8,43.52,-3.4,0.0
288,0.0,0.0,3.4,54.71,6.9,0.0,0.0,0.0,1.4,40.2,5.7,0.0,0.0,0.0,2.1,38.25,6.0,0.0,0,0,1.4,52.0,7.8,0.0
289,0.0,0.0,3.3,55.92,6.6,0.0,0.0,0.0,1.4,40.48,5.6,0.0,0.0,0.0,2.2,38.52,5.9,0.0,0,0,1.4,52.71,7.6,0.0
290,0.0,0.0,3.2,59.18,6.4,0.0,0.0,0.0,1.4,40.61,5.4,0.0,0.0,0.0,2.2,39.11,5.8,0.0,0,0,1.4,54.51,7.4,0.0
291,0.0,0.0,3.2,59.59,6.3,0.0,0.0,0.0,1.4,41.46,5.1,0.0,0.0,0.0,2.1,39.65,5.6,0.0,0,0,1.3,55.19,7.2,0.0
292,0.0,0.0,3.2,61.29,6.2,0.0,0.0,0.0,1.4,42.01,4.8,0.0,0.0,0.0,2.0,41.37,5.4,0.0,0,0,1.3,56.98,7.0,0.0
293,0.0,0.0,3.2,62.14,6.0,0.0,0.0,0.0,1.4,43.2,4.4,0.0,0.0,0.0,1.9,41.66,5.3,0.0,0,0,1.3,56.98,7.0,0.0
294,0.0,0.0,3.2,62.01,5.9,0.0,0.0,0.0,1.4,44.05,4.0,0.0,0.0,0.0,1.8,43.39,5.1,0.0,0,0,1.3,58.09,6.9,0.0
295,0.0,0.0,3.2,62.44,5.8,0.0,0.0,0.0,1.4,45.04,3.7,0.0,0.0,0.0,1.8,43.7,5.0,0.0,0,0,1.3,57.3,7.1,0.0
296,0.0,0.0,3.2,61.3,5.6,0.0,0.0,0.0,1.4,45.72,3.4,0.0,0.0,0.0,1.7,44.65,5.0,0.0,0,0,1.3,56.86,7.3,0.0
297,0.0,0.0,3.1,62.23,5.4,0.0,0.0,0.0,1.5,46.04,3.3,0.0,0.0,0.0,1.7,44.65,5.0,0.0,0,0,1.3,56.09,7.5,0.0
298,0.0,0.0,3.0,59.83,5.3,0.0,0.0,0.0,1.5,46.44,3.1,0.0,0.0,0.0,1.7,45.17,5.0,0.0,0,0,1.3,55.6,7.6,0.0
299,0.0,0.0,2.7,61.52,4.9,0.0,0.0,0.0,1.5,46.11,3.2,0.0,0.0,0.0,1.6,44.85,5.1,0.0,0,0,1.2,54.85,7.8,0.0
300,0.0,0.0,2.5,59.73,4.6,0.0,0.0,0.0,1.5,45.65,3.3,0.0,0.0,0.0,1.6,44.85,5.1,0.0,0,0,1.2,53.16,8.1,0.0
301,17.0,279.0,2.8,53.9,6.1,2.627564411,17.0,277.0,1.3,40.52,5.0,2.533753457,16.0,236.0,1.7,39.89,6.8,2.158339875,12,102,1.1,50.02,9.0,1.407578927
302,30.0,608.0,3.0,50.12,7.5,10.32241564,30.0,606.0,1.1,44.23,6.7,10.0409835,29.0,601.0,1.7,39.2,8.5,9.665428414,36,430,0.9,49.2,10.0,8.25770561
303,38.0,757.0,3.3,44.38,9.3,19.33068686,38.0,756.0,1.4,37.58,9.1,19.04921387,40.0,704.0,2.3,33.16,11.0,17.92277768,50,605,0.9,42.54,12.2,16.60884717
304,44.0,847.0,3.6,38.5,11.1,28.62011092,44.0,844.0,1.7,30.15,11.6,28.15077407,42.0,839.0,2.8,27.67,13.4,27.49337872,60,711,0.9,35.69,14.3,25.33494479
305,48.0,903.0,4.0,35.35,12.4,37.25253011,48.0,902.0,1.3,27.68,12.9,36.8769871,46.0,895.0,2.8,24.79,15.1,36.03160464,56,845,1.4,32.42,15.8,34.90534842
306,52.0,942.0,4.5,28.55,13.6,45.22791609,52.0,941.0,1.0,23.74,14.1,44.75850085,49.0,934.0,2.8,23.21,16.9,43.81881887,62,886,1.9,24.72,17.2,42.69271272
307,55.0,969.0,4.4,27.28,14.3,52.17121963,55.0,969.0,0.8,21.98,15.3,51.7014857,52.0,961.0,2.7,21.94,17.8,50.66794027,66,914,2.3,23.36,18.1,49.35416426
308,57.0,988.0,4.4,24.65,14.9,57.89465868,56.0,989.0,0.7,19.62,16.4,57.42454933,53.0,981.0,2.5,22.29,18.7,56.29715447,69,933,2.6,21.03,18.9,54.88960494
309,58.0,1002.0,4.2,23.72,15.5,62.30437575,57.0,1003.0,0.8,18.65,17.2,61.83406084,54.0,995.0,2.3,21.45,19.3,60.61286989,69,952,2.8,20.39,19.4,59.20538523
310,58.0,1012.0,4.0,21.92,16.0,65.30663735,57.0,1013.0,1.0,17.44,18.0,64.83605511,53.0,1003.0,2.1,20.95,20.0,63.427221,67,967,3.0,19.69,19.9,62.20753513
311,58.0,1016.0,3.7,21.37,16.4,66.80764562,58.0,1017.0,1.2,16.9,18.5,66.33695952,54.0,1006.0,2.0,20.42,20.4,64.92817152,69,968,3.2,19.57,20.0,63.6148755
312,58.0,1016.0,3.5,20.14,16.7,66.80742532,57.0,1017.0,1.3,16.05,19.1,66.33652201,54.0,1005.0,1.9,19.99,20.8,64.83405961,71,963,3.3,19.94,20.1,63.52097843
313,57.0,1013.0,3.2,19.88,16.9,65.30599129,57.0,1013.0,1.5,15.83,19.3,64.83512863,54.0,1000.0,1.9,19.75,21.0,63.33269757,72,955,3.4,20.18,19.9,61.92605307
314,57.0,1006.0,3.0,18.95,17.1,62.4909405,56.0,1005.0,1.6,15.31,19.6,61.83242962,53.0,991.0,1.8,19.46,21.2,60.33012594,126,775,3.6,21.37,19.6,54.79535493
315,56.0,992.0,2.8,19.07,17.0,58.08098301,54.0,992.0,1.8,15.31,19.6,57.42252948,55.0,972.0,1.8,19.58,21.1,56.01419095,150,661,3.7,21.9,19.2,48.41528675
316,56.0,968.0,2.6,18.57,17.0,52.35733202,52.0,974.0,1.9,15.01,19.7,51.7928128,58.0,943.0,1.8,19.71,21.0,50.3846794,214,313,3.8,23.48,18.8,34.90419741
317,53.0,940.0,2.5,19.05,16.6,45.41408623,49.0,947.0,2.0,15.38,19.3,44.8497706,55.0,912.0,1.8,20.2,20.6,43.53555687,184,260,3.6,24.23,18.3,28.054872
318,50.0,901.0,2.3,19.43,16.2,37.53246769,46.0,908.0,2.2,15.88,19.0,36.96834286,51.0,868.0,1.8,20.9,20.2,35.65427662,144,107,3.5,26.81,17.7,17.26465048
319,45.0,844.0,1.9,20.73,15.2,28.80648558,42.0,852.0,1.8,17.45,17.5,28.33660819,47.0,805.0,1.5,22.93,18.7,27.11646274,102,70,3.1,28.73,16.6,11.54118307
320,39.0,757.0,1.6,26.14,14.2,19.61114548,37.0,765.0,1.5,25.75,16.1,19.23541083,41.0,709.0,1.1,32.01,17.3,18.1091967,48,0,2.7,34.1,15.5,4.503930777
321,31.0,610.0,1.6,26.14,14.2,10.60315521,28.0,618.0,1.5,25.75,16.1,10.13377742,32.0,550.0,1.1,32.01,17.3,9.383003471,22,0,2.7,34.1,15.5,2.064301606
322,19.0,284.0,1.2,37.12,9.8,2.815133101,17.0,290.0,1.5,34.72,11.1,2.533583589,16.0,202.0,1.1,38.47,13.3,2.064351525,5,2,2.3,42.6,12.5,0.469174927
323,0.0,0.0,1.2,38.9,9.1,0.0,0.0,0.0,1.6,36.61,10.3,0.0,0.0,0.0,1.1,39.53,12.9,0.0,0,0,2.4,44.31,11.9,0.0
324,0.0,0.0,1.1,37.92,8.5,0.0,0.0,0.0,1.7,36.26,9.6,0.0,0.0,0.0,1.0,38.3,12.4,0.0,0,0,2.6,46.95,11.3,0.0
325,0.0,0.0,1.0,38.43,8.3,0.0,0.0,0.0,1.9,37.25,9.2,0.0,0.0,0.0,1.0,39.06,12.1,0.0,0,0,2.6,48.53,10.8,0.0
326,0.0,0.0,0.9,37.64,8.1,0.0,0.0,0.0,2.0,37.15,8.8,0.0,0.0,0.0,0.9,39.11,11.7,0.0,0,0,2.6,52.36,10.3,0.0
327,0.0,0.0,1.0,38.42,7.8,0.0,0.0,0.0,2.1,38.43,8.3,0.0,0.0,0.0,1.0,40.96,11.0,0.0,0,0,2.5,53.78,9.9,0.0
328,0.0,0.0,1.0,38.73,7.4,0.0,0.0,0.0,2.3,37.91,7.9,0.0,0.0,0.0,1.0,42.54,10.3,0.0,0,0,2.4,58.25,9.4,0.0
329,0.0,0.0,1.1,39.53,7.1,0.0,0.0,0.0,2.3,38.9,7.5,0.0,0.0,0.0,1.1,44.28,9.7,0.0,0,0,2.4,59.44,9.1,0.0
330,0.0,0.0,1.2,39.82,6.7,0.0,0.0,0.0,2.3,38.75,7.0,0.0,0.0,0.0,1.2,45.6,9.2,0.0,0,0,2.4,63.52,8.8,0.0
331,0.0,0.0,1.3,40.65,6.4,0.0,0.0,0.0,2.2,39.56,6.7,0.0,0.0,0.0,1.3,46.53,8.9,0.0,0,0,2.5,63.52,8.8,0.0
332,0.0,0.0,1.3,40.34,6.2,0.0,0.0,0.0,2.1,39.13,6.4,0.0,0.0,0.0,1.4,47.58,8.6,0.0,0,0,2.5,67.0,8.7,0.0
333,0.0,0.0,1.3,40.9,6.0,0.0,0.0,0.0,2.1,39.4,6.3,0.0,0.0,0.0,1.4,48.22,8.4,0.0,0,0,2.5,67.0,8.7,0.0
334,0.0,0.0,1.4,40.34,5.9,0.0,0.0,0.0,2.1,38.72,6.1,0.0,0.0,0.0,1.4,49.57,8.2,0.0,0,0,2.5,70.12,8.6,0.0
335,0.0,0.0,1.4,40.62,5.8,0.0,0.0,0.0,2.1,38.68,6.1,0.0,0.0,0.0,1.4,50.24,8.0,0.0,0,0,2.6,70.59,8.5,0.0
288,0.0,0.0,1.4,37.21,5.8,0.0,0.0,0.0,2.2,71.21,-1.7,0.0,0.0,0.0,1.1,35.84,-3.4,0.0,0,0,2.9,22.82,4.1,0.0
289,0.0,0.0,1.5,37.73,5.6,0.0,0.0,0.0,2.7,74.98,-2.4,0.0,0.0,0.0,1.1,35.53,-3.3,0.0,0,0,2.8,23.14,3.9,0.0
290,0.0,0.0,1.5,37.75,5.4,0.0,0.0,0.0,3.3,72.02,-3.1,0.0,0.0,0.0,1.2,32.8,-3.3,0.0,0,0,2.8,24.21,3.8,0.0
291,0.0,0.0,1.6,38.28,5.2,0.0,0.0,0.0,3.7,76.45,-3.9,0.0,0.0,0.0,1.3,32.56,-3.2,0.0,0,0,2.8,24.38,3.7,0.0
292,0.0,0.0,1.7,37.98,5.1,0.0,0.0,0.0,4.1,71.46,-4.7,0.0,0.0,0.0,1.4,29.91,-3.2,0.0,0,0,2.9,25.21,3.6,0.0
293,0.0,0.0,1.7,38.52,4.9,0.0,0.0,0.0,4.2,76.5,-5.6,0.0,0.0,0.0,1.5,29.88,-3.2,0.0,0,0,2.9,25.39,3.5,0.0
294,0.0,0.0,1.8,38.45,4.7,0.0,0.0,0.0,4.2,70.36,-6.4,0.0,0.0,0.0,1.6,28.03,-3.2,0.0,0,0,2.9,26.23,3.5,0.0
295,0.0,0.0,1.8,38.99,4.5,0.0,0.0,0.0,3.9,73.2,-6.9,0.0,0.0,0.0,1.7,28.03,-3.2,0.0,0,0,2.7,26.98,3.1,0.0
296,0.0,0.0,1.9,39.01,4.3,0.0,0.0,0.0,3.6,69.65,-7.5,0.0,0.0,0.0,1.7,27.08,-3.2,0.0,0,0,2.5,28.08,2.8,0.0
297,0.0,0.0,1.9,39.56,4.1,0.0,0.0,0.0,3.3,70.19,-7.6,0.0,0.0,0.0,1.8,27.05,-3.2,0.0,0,0,2.3,28.93,2.4,0.0
298,0.0,0.0,1.9,39.3,4.0,0.0,0.0,0.0,3.0,68.96,-7.7,0.0,0.0,0.0,1.8,26.38,-3.1,0.0,0,0,2.0,30.56,1.9,0.0
299,0.0,0.0,1.9,40.14,3.7,0.0,0.0,0.0,2.8,68.43,-7.6,0.0,0.0,0.0,1.8,26.38,-3.1,0.0,0,0,1.8,31.0,1.7,0.0
300,0.0,0.0,1.9,40.12,3.5,0.0,0.0,0.0,2.7,68.21,-7.5,0.0,0.0,0.0,1.9,25.52,-3.0,0.0,0,0,1.6,32.67,1.4,0.0
301,0.0,0.0,1.9,38.47,4.1,0.0,0.0,0.0,2.7,67.16,-7.3,0.0,0.0,0.0,2.0,23.67,-2.0,0.0,0,0,1.5,32.24,1.6,0.0
302,20.0,280.0,1.8,38.51,4.7,3.284506051,13.0,11.0,2.7,67.2,-7.2,1.313974248,18.0,389.0,2.1,23.09,-1.1,3.378564432,3,0,1.4,34.48,1.9,0.281537754
303,35.0,558.0,2.0,32.63,7.1,10.60398269,41.0,26.0,2.7,63.2,-6.4,4.223451524,27.0,729.0,2.6,19.27,1.4,11.54311133,8,0,1.4,30.14,3.8,0.750751666
304,48.0,636.0,2.2,30.53,9.5,17.73539701,72.0,63.0,2.8,60.53,-5.7,8.071423045,33.0,826.0,3.1,16.44,4.0,19.70718792,11,0,1.4,32.7,5.7,1.032261985
305,105.0,345.0,2.1,26.72,11.5,19.51789147,105.0,29.0,2.7,56.18,-4.7,10.69921065,51.0,790.0,3.1,14.5,5.8,26.27573075,12,0,2.0,29.5,7.2,1.126085419
306,134.0,388.0,1.9,21.13,13.6,25.89814282,143.0,37.0,2.7,50.12,-3.6,14.64084811,62.0,799.0,3.2,13.55,7.7,32.6562977,19,0,2.7,25.31,8.8,1.782937227
307,167.0,365.0,1.6,18.94,15.3,30.21393538,173.0,52.0,2.8,46.53,-2.6,18.30085902,56.0,913.0,3.1,12.08,9.4,40.81960942,117,16,3.0,23.82,9.7,11.63589627
308,169.0,476.0,1.2,15.9,17.1,36.87528471,207.0,91.0,2.8,39.75,-1.5,23.46235614,51.0,970.0,3.0,10.75,11.1,47.01205105,198,190,3.4,24.67,10.7,26.74349991
309,100.0,806.0,1.1,15.02,18.0,47.8529495,234.0,185.0,2.8,36.9,-0.5,30.68842457,52.0,993.0,2.8,9.86,12.4,51.42162847,229,197,3.4,23.55,11.4,30.68441118
310,92.0,861.0,1.0,13.93,19.0,51.69938304,226.0,345.0,2.9,32.13,0.4,38.2897657,51.0,1012.0,2.7,8.28,13.6,54.61130117,236,279,3.4,23.76,12.1,35.75128659
311,62.0,976.0,1.0,13.48,19.5,55.73369282,161.0,635.0,2.9,30.77,1.0,47.39265729,48.0,1031.0,2.6,7.96,14.2,56.48760565,219,387,3.3,23.29,12.4,39.87991259
312,56.0,994.0,0.9,12.92,20.0,56.1086955,160.0,620.0,3.0,28.47,1.6,46.45388251,48.0,1025.0,2.5,8.07,14.8,56.11190266,172,565,3.2,23.48,12.7,44.38385048
313,57.0,987.0,1.1,12.84,20.1,54.60739947,196.0,474.0,3.0,27.83,1.9,41.85527938,47.0,1015.0,2.4,7.92,15.1,54.32890386,91,852,3.1,23.33,12.8,50.10771693
314,62.0,951.0,1.3,12.65,20.2,51.04191179,167.0,535.0,3.0,27.05,2.1,40.91673026,46.0,1004.0,2.2,8.77,15.3,51.32615731,60,956,3.0,23.74,12.9,50.10766186
315,70.0,878.0,1.5,12.88,19.9,45.31861157,107.0,770.0,3.0,27.05,2.1,43.73210161,47.0,978.0,2.0,8.88,15.1,46.82231957,58,937,3.0,24.21,12.6,45.7914225
316,75.0,812.0,1.7,13.27,19.6,39.21996295,63.0,957.0,2.9,26.63,2.1,43.45056448,74.0,801.0,1.7,12.66,14.8,38.09604094,55,910,3.0,25.37,12.3,40.25529719
317,107.0,553.0,1.8,14.03,18.7,28.89920596,55.0,939.0,2.7,27.43,1.7,36.8815268,59.0,782.0,1.3,13.77,13.5,31.71587643,51,870,3.0,26.77,11.5,33.59329397
318,75.0,572.0,1.9,17.3,17.7,22.89442781,49.0,890.0,2.4,27.92,1.3,28.99857984,49.0,768.0,0.8,24.32,12.1,25.42939282,47,813,3.0,29.71,10.7,26.18047886
319,60.0,494.0,1.8,20.01,15.4,15.76377505,42.0,818.0,1.9,30.22,0.2,20.45879233,37.0,750.0,0.8,27.57,10.2,18.48595942,40,725,2.6,33.29,9.0,18.01701026
320,40.0,394.0,1.7,30.31,13.1,8.82043045,31.0,688.0,1.4,34.61,-1.0,11.54341579,30.0,624.0,0.7,24.03,8.3,10.4161642,31,580,2.1,42.55,7.2,9.853247418
321,19.0,187.0,1.7,30.31,13.1,2.627362262,20.0,390.0,1.4,34.61,-1.0,3.566258537,18.0,306.0,0.7,24.03,8.3,2.90901883,18,269,2.1,42.55,7.2,2.721373096
